Image,Number,Artist,Title,Streams,Date
417,34,Zara Larsson,Ruin My Life,"1,856",2018-12-03
418,35,Bad Bunny,MIA (feat. Drake),"1,843",2018-12-03
419,36,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),"1,841",2018-12-03
420,37,Tyga,Taste (feat. Offset),"1,823",2018-12-03
421,38,Anne-Marie,2002,"1,809",2018-12-03
422,39,Zedd,The Middle,"1,728",2018-12-03
423,40,Bazzi,Beautiful (feat. Camila Cabello),"1,717",2018-12-03
424,41,XXXTENTACION,BAD!,"1,701",2018-12-03
425,42,Rita Ora,Let You Love Me,"1,700",2018-12-03
426,43,Little Mix,Woman Like Me (feat. Nicki Minaj),"1,695",2018-12-03
427,44,XXXTENTACION,Moonlight,"1,684",2018-12-03
428,45,The Chainsmokers,This Feeling (feat. Kelsea Ballerini),"1,657",2018-12-03
429,46,Prince Kaybee,Banomoya,"1,651",2018-12-03
430,47,Ava Max,Sweet but Psycho,"1,634",2018-12-03
431,48,Zedd,Happy Now,"1,593",2018-12-03
432,49,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),"1,592",2018-12-03
433,50,Cardi B,Money,"1,575",2018-12-03
434,51,Lil Peep,Falling Down - Bonus Track,"1,564",2018-12-03
435,52,Billie Eilish,lovely (with Khalid),"1,560",2018-12-03
436,53,AKA,Fela In Versace,"1,558",2018-12-03
437,54,Gucci Mane,Wake Up in the Sky,"1,545",2018-12-03
438,55,Lady Zamar,Collide,"1,534",2018-12-03
439,56,6ix9ine,KIKA,"1,533",2018-12-03
440,57,Post Malone,rockstar (feat. 21 Savage),"1,531",2018-12-03
441,58,Dua Lipa,IDGAF,"1,528",2018-12-03
442,59,Tiësto,Jackie Chan,"1,527",2018-12-03
443,60,Drake,Nonstop,"1,511",2018-12-03
444,61,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,501",2018-12-03
445,62,Ariana Grande,no tears left to cry,"1,500",2018-12-03
446,63,Kanye West,I Love It (& Lil Pump),"1,494",2018-12-03
447,64,Ella Mai,Trip,"1,493",2018-12-03
448,65,Clean Bandit,Solo (feat. Demi Lovato),"1,493",2018-12-03
449,66,Dua Lipa,Kiss and Make Up,"1,488",2018-12-03
450,67,Ed Sheeran,Shape of You,"1,485",2018-12-03
451,68,Queen,Bohemian Rhapsody - 2011 Mix,"1,479",2018-12-03
452,69,Meek Mill,What's Free (feat. Rick Ross & Jay Z),"1,472",2018-12-03
453,70,Martin Garrix,Ocean (feat. Khalid),"1,471",2018-12-03
454,71,Alesso,REMEDY,"1,470",2018-12-03
455,72,6ix9ine,MAMA,"1,424",2018-12-03
456,73,Marshmello,FRIENDS,"1,423",2018-12-03
457,74,The Chainsmokers,Closer,"1,418",2018-12-03
458,75,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,411",2018-12-03
459,76,Eminem,Lucky You (feat. Joyner Lucas),"1,404",2018-12-03
460,77,Drake,In My Feelings,"1,381",2018-12-03
461,78,Mariah Carey,All I Want for Christmas Is You,"1,379",2018-12-03
462,79,Imagine Dragons,Thunder,"1,379",2018-12-03
463,80,Ariana Grande,breathin,"1,367",2018-12-03
464,81,Imagine Dragons,Believer,"1,363",2018-12-03
465,82,Meek Mill,On Me (feat. Cardi B),"1,333",2018-12-03
466,83,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"1,331",2018-12-03
467,84,Martin Garrix,High On Life (feat. Bonn),"1,329",2018-12-03
468,85,Imagine Dragons,Natural,"1,310",2018-12-03
469,86,Maroon 5,What Lovers Do,"1,293",2018-12-03
470,87,Kygo,Born To Be Yours,"1,283",2018-12-03
471,88,Camila Cabello,Havana (feat. Young Thug),"1,270",2018-12-03
472,89,Lukas Graham,Love Someone,"1,268",2018-12-03
473,90,French Montana,No Stylist,"1,260",2018-12-03
474,91,Billie Eilish,bellyache,"1,255",2018-12-03
475,92,NF,Let You Down,"1,239",2018-12-03
476,93,Khalid,Suncity (feat. Empress Of),"1,230",2018-12-03
477,94,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),"1,219",2018-12-03
478,95,Post Malone,I Fall Apart,"1,212",2018-12-03
479,96,Kygo,Remind Me to Forget,"1,210",2018-12-03
480,97,Silk City,Electricity (with Dua Lipa),"1,203",2018-12-03
481,98,DJ Sumbody,Monate Mpolaye,"1,199",2018-12-03
482,99,Lauv,There's No Way (feat. Julia Michaels),"1,194",2018-12-03
483,100,Dua Lipa,New Rules,"1,188",2018-12-03
484,101,DJ Khaled,No Brainer,"1,185",2018-12-03
485,102,The Chainsmokers,Beach House,"1,175",2018-12-03
486,103,Khalid,Love Lies (with Normani),"1,163",2018-12-03
487,104,Kwesta,Vur Vai,"1,154",2018-12-03
488,105,Drake,God's Plan,"1,151",2018-12-03
489,106,Post Malone,Psycho (feat. Ty Dolla $ign),"1,137",2018-12-03
490,107,Zara Larsson,Never Forget You,"1,133",2018-12-03
491,108,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,125",2018-12-03
492,109,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,121",2018-12-03
493,110,Marshmello,Silence,"1,114",2018-12-03
494,111,Alan Walker,Darkside,"1,114",2018-12-03
495,112,Avril Lavigne,Head Above Water,"1,113",2018-12-03
496,113,6LACK,Pretty Little Fears (feat. J. Cole),"1,111",2018-12-03
497,114,Cardi B,I Like It,"1,110",2018-12-03
498,115,Ariana Grande,Santa Tell Me,"1,108",2018-12-03
499,116,Sia,Thunderclouds,"1,105",2018-12-03
500,117,Metro Boomin,10 Freaky Girls (with 21 Savage),"1,091",2018-12-03
501,118,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),"1,085",2018-12-03
502,119,Juice WRLD,Armed And Dangerous,"1,076",2018-12-03
503,120,Khalid,Young Dumb & Broke,"1,070",2018-12-03
504,121,Ed Sheeran,Perfect,"1,068",2018-12-03
505,122,James Arthur,Say You Won't Let Go,"1,067",2018-12-03
506,123,XXXTENTACION,Jocelyn Flores,"1,064",2018-12-03
507,124,Ed Sheeran,Thinking out Loud,"1,061",2018-12-03
508,125,benny blanco,Better To Lie (with Jesse & Swae Lee),"1,040",2018-12-03
509,126,Shawn Mendes,Treat You Better,"1,037",2018-12-03
510,127,Ed Sheeran,Happier,"1,037",2018-12-03
511,128,Jess Glynne,I'll Be There,"1,032",2018-12-03
512,129,benny blanco,I Found You (with Calvin Harris),"1,014",2018-12-03
513,130,Selena Gomez,Wolves,"1,012",2018-12-03
514,1,Ariana Grande,"thank u, next","5,448",2018-12-04
515,2,Halsey,Without Me,"4,579",2018-12-04
516,3,Marshmello,Happier,"4,438",2018-12-04
517,4,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"3,982",2018-12-04
518,5,benny blanco,Eastside (with Halsey & Khalid),"3,667",2018-12-04
519,6,Sheck Wes,Mo Bamba,"3,572",2018-12-04
520,7,Khalid,Better,"3,499",2018-12-04
521,8,5 Seconds of Summer,Youngblood,"3,488",2018-12-04
522,9,Kodak Black,ZEZE (feat. Travis Scott & Offset),"3,418",2018-12-04
523,10,Travis Scott,SICKO MODE,"3,284",2018-12-04
524,11,Dynoro,In My Mind,"3,181",2018-12-04
525,12,Post Malone,Better Now,"3,161",2018-12-04
526,13,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","3,098",2018-12-04
527,14,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"2,844",2018-12-04
528,15,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,646",2018-12-04
529,16,Meek Mill,Going Bad (feat. Drake),"2,589",2018-12-04
530,17,Billie Eilish,when the party's over,"2,559",2018-12-04
531,18,6ix9ine,TIC TOC,"2,538",2018-12-04
532,19,Lady Gaga,Shallow,"2,499",2018-12-04
533,20,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),"2,428",2018-12-04
534,21,Juice WRLD,Lucid Dreams,"2,416",2018-12-04
535,22,Jonas Blue,Rise,"2,394",2018-12-04
536,23,Maroon 5,Girls Like You (feat. Cardi B),"2,370",2018-12-04
537,24,George Ezra,Shotgun,"2,272",2018-12-04
538,25,Loud Luxury,Body (feat. Brando),"2,244",2018-12-04
539,26,Dean Lewis,Be Alright,"2,160",2018-12-04
540,27,Khalid,Saturday Nights,"2,125",2018-12-04
541,28,Calvin Harris,Promises (with Sam Smith),"2,123",2018-12-04
542,29,Lauv,I Like Me Better,"2,068",2018-12-04
543,30,XXXTENTACION,SAD!,"2,023",2018-12-04
544,31,Tyga,Taste (feat. Offset),"1,991",2018-12-04
545,32,Kygo,Happy Now,"1,970",2018-12-04
546,33,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),"1,965",2018-12-04
547,34,Imagine Dragons,Bad Liar,"1,930",2018-12-04
548,35,Prince Kaybee,Banomoya,"1,883",2018-12-04
549,36,Bad Bunny,MIA (feat. Drake),"1,858",2018-12-04
550,37,Zedd,The Middle,"1,850",2018-12-04
551,38,Zara Larsson,Ruin My Life,"1,825",2018-12-04
552,39,Billie Eilish,come out and play,"1,811",2018-12-04
553,40,Ava Max,Sweet but Psycho,"1,806",2018-12-04
554,41,Anne-Marie,2002,"1,791",2018-12-04
555,42,Bazzi,Beautiful (feat. Camila Cabello),"1,784",2018-12-04
556,43,Cardi B,Money,"1,771",2018-12-04
557,44,The Chainsmokers,This Feeling (feat. Kelsea Ballerini),"1,769",2018-12-04
558,45,XXXTENTACION,BAD!,"1,740",2018-12-04
559,46,XXXTENTACION,Moonlight,"1,729",2018-12-04
560,47,AKA,Fela In Versace,"1,723",2018-12-04
561,48,Billie Eilish,lovely (with Khalid),"1,706",2018-12-04
562,49,Lady Zamar,Collide,"1,688",2018-12-04
563,50,Rita Ora,Let You Love Me,"1,672",2018-12-04
564,51,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),"1,669",2018-12-04
565,52,Little Mix,Woman Like Me (feat. Nicki Minaj),"1,663",2018-12-04
566,53,Tiësto,Jackie Chan,"1,648",2018-12-04
567,54,Gucci Mane,Wake Up in the Sky,"1,639",2018-12-04
568,55,Post Malone,rockstar (feat. 21 Savage),"1,637",2018-12-04
569,56,Ella Mai,Trip,"1,636",2018-12-04
570,57,Drake,Nonstop,"1,609",2018-12-04
571,58,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,606",2018-12-04
572,59,Martin Garrix,Ocean (feat. Khalid),"1,595",2018-12-04
573,60,Dua Lipa,IDGAF,"1,582",2018-12-04
574,61,Lil Peep,Falling Down - Bonus Track,"1,576",2018-12-04
575,62,6ix9ine,KIKA,"1,574",2018-12-04
576,63,Zedd,Happy Now,"1,526",2018-12-04
577,64,Mariah Carey,All I Want for Christmas Is You,"1,521",2018-12-04
578,65,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,520",2018-12-04
579,66,Kanye West,I Love It (& Lil Pump),"1,519",2018-12-04
580,67,Ariana Grande,no tears left to cry,"1,511",2018-12-04
581,68,Clean Bandit,Solo (feat. Demi Lovato),"1,510",2018-12-04
582,69,Alesso,REMEDY,"1,499",2018-12-04
583,70,Dua Lipa,Kiss and Make Up,"1,477",2018-12-04
584,71,Queen,Bohemian Rhapsody - 2011 Mix,"1,471",2018-12-04
585,72,Maroon 5,What Lovers Do,"1,458",2018-12-04
586,73,Eminem,Lucky You (feat. Joyner Lucas),"1,427",2018-12-04
587,74,Drake,In My Feelings,"1,423",2018-12-04
588,75,Ed Sheeran,Shape of You,"1,410",2018-12-04
589,76,The Chainsmokers,Closer,"1,399",2018-12-04
590,77,Marshmello,FRIENDS,"1,397",2018-12-04
591,78,Imagine Dragons,Believer,"1,391",2018-12-04
592,79,Martin Garrix,High On Life (feat. Bonn),"1,390",2018-12-04
593,80,French Montana,No Stylist,"1,385",2018-12-04
594,81,Imagine Dragons,Thunder,"1,383",2018-12-04
595,82,Kygo,Born To Be Yours,"1,352",2018-12-04
596,83,Meek Mill,What's Free (feat. Rick Ross & Jay Z),"1,342",2018-12-04
597,84,Ariana Grande,breathin,"1,342",2018-12-04
598,85,6ix9ine,MAMA,"1,333",2018-12-04
599,86,Khalid,Suncity (feat. Empress Of),"1,322",2018-12-04
600,87,Lukas Graham,Love Someone,"1,318",2018-12-04
601,88,Drake,God's Plan,"1,314",2018-12-04
602,89,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"1,310",2018-12-04
603,90,Camila Cabello,Havana (feat. Young Thug),"1,302",2018-12-04
604,91,DJ Khaled,No Brainer,"1,297",2018-12-04
605,92,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,284",2018-12-04
606,93,Silk City,Electricity (with Dua Lipa),"1,282",2018-12-04
607,94,Kygo,Remind Me to Forget,"1,273",2018-12-04
608,95,Post Malone,I Fall Apart,"1,272",2018-12-04
609,96,Lauv,There's No Way (feat. Julia Michaels),"1,271",2018-12-04
610,97,Dua Lipa,New Rules,"1,270",2018-12-04
611,98,Kwesta,Vur Vai,"1,253",2018-12-04
612,99,The Chainsmokers,Beach House,"1,244",2018-12-04
613,100,Imagine Dragons,Natural,"1,238",2018-12-04
614,101,Khalid,Love Lies (with Normani),"1,238",2018-12-04
615,102,Zara Larsson,Never Forget You,"1,220",2018-12-04
616,103,Billie Eilish,bellyache,"1,214",2018-12-04
617,104,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),"1,214",2018-12-04
618,105,NF,Let You Down,"1,190",2018-12-04
619,106,Ariana Grande,Santa Tell Me,"1,183",2018-12-04
620,107,Marshmello,Silence,"1,182",2018-12-04
621,108,6LACK,Pretty Little Fears (feat. J. Cole),"1,175",2018-12-04
622,109,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),"1,173",2018-12-04
623,110,Shawn Mendes,Treat You Better,"1,156",2018-12-04
624,111,Selena Gomez,Wolves,"1,150",2018-12-04
625,112,DJ Sumbody,Monate Mpolaye,"1,150",2018-12-04
626,113,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,140",2018-12-04
627,114,Sia,Thunderclouds,"1,133",2018-12-04
628,115,Khalid,Young Dumb & Broke,"1,128",2018-12-04
629,116,benny blanco,I Found You (with Calvin Harris),"1,123",2018-12-04
630,117,Metro Boomin,10 Freaky Girls (with 21 Savage),"1,116",2018-12-04
631,118,Juice WRLD,Armed And Dangerous,"1,106",2018-12-04
632,119,Cardi B,I Like It,"1,098",2018-12-04
633,120,Post Malone,Psycho (feat. Ty Dolla $ign),"1,094",2018-12-04
634,121,Meek Mill,On Me (feat. Cardi B),"1,086",2018-12-04
635,122,Alan Walker,Darkside,"1,081",2018-12-04
636,123,Avril Lavigne,Head Above Water,"1,079",2018-12-04
637,124,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,"1,077",2018-12-04
638,125,Jess Glynne,I'll Be There,"1,073",2018-12-04
639,126,Metro Boomin,Don't Come Out The House (with 21 Savage),"1,068",2018-12-04
640,127,Ed Sheeran,Thinking out Loud,"1,067",2018-12-04
641,128,Calvin Harris,One Kiss (with Dua Lipa),"1,059",2018-12-04
642,129,Rudimental,These Days,"1,029",2018-12-04
643,130,Ed Sheeran,Happier,"1,023",2018-12-04
644,131,XXXTENTACION,Jocelyn Flores,"1,019",2018-12-04
645,132,Sia,Audio,"1,014",2018-12-04
646,133,benny blanco,Better To Lie (with Jesse & Swae Lee),"1,011",2018-12-04
647,134,Dennis Lloyd,Nevermind,"1,011",2018-12-04
648,135,Panic! At The Disco,High Hopes,"1,007",2018-12-04
649,136,Sho Madjozi,Huku,"1,004",2018-12-04
650,1,Ariana Grande,"thank u, next","5,509",2018-12-05
651,2,Halsey,Without Me,"4,756",2018-12-05
652,3,Marshmello,Happier,"4,566",2018-12-05
653,4,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"3,993",2018-12-05
654,5,benny blanco,Eastside (with Halsey & Khalid),"3,888",2018-12-05
655,6,Khalid,Better,"3,732",2018-12-05
656,7,5 Seconds of Summer,Youngblood,"3,674",2018-12-05
657,8,Kodak Black,ZEZE (feat. Travis Scott & Offset),"3,560",2018-12-05
658,9,Sheck Wes,Mo Bamba,"3,450",2018-12-05
659,10,Post Malone,Better Now,"3,319",2018-12-05
660,11,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","3,293",2018-12-05
661,12,Dynoro,In My Mind,"3,276",2018-12-05
662,13,Travis Scott,SICKO MODE,"3,217",2018-12-05
663,14,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"3,116",2018-12-05
664,15,Meek Mill,Going Bad (feat. Drake),"2,941",2018-12-05
665,16,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,729",2018-12-05
666,17,6ix9ine,TIC TOC,"2,607",2018-12-05
667,18,Juice WRLD,Lucid Dreams,"2,561",2018-12-05
668,19,Billie Eilish,when the party's over,"2,524",2018-12-05
669,20,Lady Gaga,Shallow,"2,510",2018-12-05
670,21,Maroon 5,Girls Like You (feat. Cardi B),"2,502",2018-12-05
671,22,Loud Luxury,Body (feat. Brando),"2,476",2018-12-05
672,23,Jonas Blue,Rise,"2,476",2018-12-05
673,24,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),"2,459",2018-12-05
674,25,Calvin Harris,Promises (with Sam Smith),"2,408",2018-12-05
675,26,George Ezra,Shotgun,"2,408",2018-12-05
676,27,Khalid,Saturday Nights,"2,180",2018-12-05
677,28,Lauv,I Like Me Better,"2,171",2018-12-05
678,29,Imagine Dragons,Bad Liar,"2,170",2018-12-05
679,30,Kygo,Happy Now,"2,137",2018-12-05
680,31,XXXTENTACION,SAD!,"2,049",2018-12-05
681,32,Dean Lewis,Be Alright,"2,028",2018-12-05
682,33,Bad Bunny,MIA (feat. Drake),"1,983",2018-12-05
683,34,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),"1,963",2018-12-05
684,35,Tyga,Taste (feat. Offset),"1,941",2018-12-05
685,36,Cardi B,Money,"1,941",2018-12-05
686,37,Zedd,The Middle,"1,933",2018-12-05
687,38,The Chainsmokers,This Feeling (feat. Kelsea Ballerini),"1,924",2018-12-05
688,39,Zara Larsson,Ruin My Life,"1,924",2018-12-05
689,40,Prince Kaybee,Banomoya,"1,911",2018-12-05
690,41,Anne-Marie,2002,"1,886",2018-12-05
691,42,Ava Max,Sweet but Psycho,"1,856",2018-12-05
692,43,Lady Zamar,Collide,"1,822",2018-12-05
693,44,Rita Ora,Let You Love Me,"1,810",2018-12-05
694,45,Billie Eilish,come out and play,"1,807",2018-12-05
695,46,Bazzi,Beautiful (feat. Camila Cabello),"1,800",2018-12-05
696,47,Little Mix,Woman Like Me (feat. Nicki Minaj),"1,781",2018-12-05
697,48,Billie Eilish,lovely (with Khalid),"1,775",2018-12-05
698,49,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),"1,766",2018-12-05
699,50,Post Malone,rockstar (feat. 21 Savage),"1,743",2018-12-05
700,51,XXXTENTACION,Moonlight,"1,737",2018-12-05
701,52,XXXTENTACION,BAD!,"1,729",2018-12-05
702,53,AKA,Fela In Versace,"1,719",2018-12-05
703,54,Dua Lipa,IDGAF,"1,675",2018-12-05
704,55,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,640",2018-12-05
705,56,Drake,Nonstop,"1,630",2018-12-05
706,57,Martin Garrix,Ocean (feat. Khalid),"1,628",2018-12-05
707,58,Kanye West,I Love It (& Lil Pump),"1,626",2018-12-05
708,59,Tiësto,Jackie Chan,"1,617",2018-12-05
709,60,Ella Mai,Trip,"1,595",2018-12-05
710,61,Alesso,REMEDY,"1,581",2018-12-05
711,62,Marshmello,FRIENDS,"1,560",2018-12-05
712,63,Clean Bandit,Solo (feat. Demi Lovato),"1,553",2018-12-05
713,64,The Chainsmokers,Closer,"1,536",2018-12-05
714,65,Lil Peep,Falling Down - Bonus Track,"1,535",2018-12-05
715,66,Zedd,Happy Now,"1,533",2018-12-05
716,67,Imagine Dragons,Believer,"1,521",2018-12-05
717,68,Gucci Mane,Wake Up in the Sky,"1,516",2018-12-05
718,69,Eminem,Lucky You (feat. Joyner Lucas),"1,507",2018-12-05
719,70,Ed Sheeran,Shape of You,"1,502",2018-12-05
720,71,Dua Lipa,Kiss and Make Up,"1,496",2018-12-05
721,72,Imagine Dragons,Thunder,"1,494",2018-12-05
722,73,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,491",2018-12-05
723,74,Mariah Carey,All I Want for Christmas Is You,"1,480",2018-12-05
724,75,Ariana Grande,no tears left to cry,"1,474",2018-12-05
725,76,Maroon 5,What Lovers Do,"1,468",2018-12-05
726,77,Drake,In My Feelings,"1,462",2018-12-05
727,78,French Montana,No Stylist,"1,427",2018-12-05
728,79,Queen,Bohemian Rhapsody - 2011 Mix,"1,418",2018-12-05
729,80,6ix9ine,KIKA,"1,408",2018-12-05
730,81,Drake,God's Plan,"1,385",2018-12-05
731,82,Ariana Grande,breathin,"1,384",2018-12-05
732,83,Martin Garrix,High On Life (feat. Bonn),"1,383",2018-12-05
733,84,Khalid,Suncity (feat. Empress Of),"1,383",2018-12-05
734,85,Silk City,Electricity (with Dua Lipa),"1,377",2018-12-05
735,86,Kygo,Remind Me to Forget,"1,372",2018-12-05
736,87,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"1,361",2018-12-05
737,88,Post Malone,I Fall Apart,"1,361",2018-12-05
738,89,Khalid,Love Lies (with Normani),"1,358",2018-12-05
739,90,Camila Cabello,Havana (feat. Young Thug),"1,353",2018-12-05
740,91,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),"1,329",2018-12-05
741,92,DJ Khaled,No Brainer,"1,311",2018-12-05
742,93,6ix9ine,MAMA,"1,308",2018-12-05
743,94,Kygo,Born To Be Yours,"1,308",2018-12-05
744,95,The Chainsmokers,Beach House,"1,305",2018-12-05
745,96,NF,Let You Down,"1,294",2018-12-05
746,97,Lauv,There's No Way (feat. Julia Michaels),"1,282",2018-12-05
747,98,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,280",2018-12-05
748,99,Kwesta,Vur Vai,"1,277",2018-12-05
749,100,Marshmello,Silence,"1,266",2018-12-05
750,101,Billie Eilish,bellyache,"1,263",2018-12-05
751,102,Lukas Graham,Love Someone,"1,259",2018-12-05
752,103,DJ Sumbody,Monate Mpolaye,"1,256",2018-12-05
753,104,Post Malone,Psycho (feat. Ty Dolla $ign),"1,246",2018-12-05
754,105,Dua Lipa,New Rules,"1,242",2018-12-05
755,106,Imagine Dragons,Natural,"1,238",2018-12-05
756,107,Jess Glynne,I'll Be There,"1,230",2018-12-05
757,108,Alan Walker,Darkside,"1,215",2018-12-05
758,109,Juice WRLD,Armed And Dangerous,"1,198",2018-12-05
759,110,Sia,Thunderclouds,"1,197",2018-12-05
760,111,6LACK,Pretty Little Fears (feat. J. Cole),"1,197",2018-12-05
761,112,Metro Boomin,10 Freaky Girls (with 21 Savage),"1,179",2018-12-05
762,113,Selena Gomez,Wolves,"1,169",2018-12-05
763,114,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,146",2018-12-05
764,115,Avril Lavigne,Head Above Water,"1,141",2018-12-05
765,116,Zara Larsson,Never Forget You,"1,131",2018-12-05
766,117,Calvin Harris,One Kiss (with Dua Lipa),"1,123",2018-12-05
767,118,Khalid,Young Dumb & Broke,"1,121",2018-12-05
768,119,Rudimental,These Days,"1,119",2018-12-05
769,120,Sia,Audio,"1,115",2018-12-05
770,121,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),"1,110",2018-12-05
771,122,Ariana Grande,Santa Tell Me,"1,104",2018-12-05
772,123,benny blanco,I Found You (with Calvin Harris),"1,095",2018-12-05
773,124,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,"1,087",2018-12-05
774,125,Cardi B,I Like It,"1,082",2018-12-05
775,126,Steve Aoki,Waste It On Me (feat. BTS),"1,068",2018-12-05
776,127,Dennis Lloyd,Nevermind,"1,066",2018-12-05
777,128,Meek Mill,What's Free (feat. Rick Ross & Jay Z),"1,058",2018-12-05
778,129,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),"1,053",2018-12-05
779,130,benny blanco,Better To Lie (with Jesse & Swae Lee),"1,049",2018-12-05
780,131,King Princess,1950,"1,030",2018-12-05
781,132,Ed Sheeran,Perfect,"1,029",2018-12-05
782,133,Los Unidades,E-Lo (feat. Jozzy),"1,026",2018-12-05
783,134,Ed Sheeran,Happier,"1,021",2018-12-05
784,135,XXXTENTACION,Jocelyn Flores,"1,012",2018-12-05
785,136,Madison Beer,Hurts Like Hell (feat. Offset),"1,008",2018-12-05
786,137,David Guetta,Say My Name,"1,005",2018-12-05
787,138,James Arthur,Say You Won't Let Go,"1,003",2018-12-05
788,139,Shawn Mendes,Treat You Better,"1,001",2018-12-05
789,1,Ariana Grande,"thank u, next","5,154",2018-12-06
790,2,Halsey,Without Me,"4,656",2018-12-06
791,3,Marshmello,Happier,"4,553",2018-12-06
792,4,benny blanco,Eastside (with Halsey & Khalid),"3,905",2018-12-06
793,5,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"3,804",2018-12-06
794,6,5 Seconds of Summer,Youngblood,"3,648",2018-12-06
795,7,Khalid,Better,"3,549",2018-12-06
796,8,Travis Scott,SICKO MODE,"3,404",2018-12-06
797,9,Sheck Wes,Mo Bamba,"3,388",2018-12-06
798,10,Dynoro,In My Mind,"3,383",2018-12-06
799,11,Kodak Black,ZEZE (feat. Travis Scott & Offset),"3,375",2018-12-06
800,12,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","3,368",2018-12-06
